datetime,text,username
2022-07-21 13:20:30+00:00,@jimimsoul @mariegookie Sei tu che mi citi e trai conclusioni a caso. Se tu dici che quella è l’unica cosa che può mettersi una persona grassa potrò dirti che per me non è cosi? Sopratutto perché è mezzora che cerco di spiegarvi che per me non è una questione di taglia?,meelza2
2022-07-21 13:20:16+00:00,"@Cartabellotta No Brunetta è un nano politico non dà l'addio, ma semplicemente dopo aver tentato di estendere la sua statura politica... Dopo aver tentato fortuna nel grande circo politico de destra... torna mesto nel giardino assieme ai suoi 7 fratellini ... 🤣",AleAle52359118
2022-07-21 13:20:12+00:00,@la_nana_bianca Il caldo scioglie....,LucaLc36
2022-07-21 13:19:59+00:00,@geppodanese Il nano ha la virtù meno apparente,_Basarab
2022-07-21 13:19:14+00:00,@VivianaP1511 @AlexBazzaro Farà il nano più alto del mondo,Silvio56633140
2022-07-21 13:18:40+00:00,@mariegookie @jimimsoul Cito voi eh perché son curiosa di vedere se avete da ridire anche sulle vostre di parole: “ poi gli chiedi come dovrebbe vestirsi allora una persona grassa secondo queste eccelse regole di buon gusto e ti mostrano” ho risposto giusto per dire che avete scritto na boiata.,meelza2
2022-07-21 13:17:03+00:00,nana mi rispecchia molto .. she deserved better https://t.co/1hnbkDRh55,wintaego
2022-07-21 13:16:47+00:00,"Meno male, il  nano se ne andato.
Che sollievo.",Tissy01
2022-07-21 13:16:43+00:00,"@myth_79 @fratotolo2 Ricordiamo le parole di un brano di De André, ""Il Giudice"":
...
È triste trovarsi adulti
Senza essere cresciuti
La maldicenza insiste
Batte la lingua sul tamburo
Fino a dire che un nano
È una carogna di sicuro
Perché ha il cuore troppo
Troppo vicino al buco del culo.
....🎶🎶🎶",Willi_Shake_01
2022-07-21 13:16:40+00:00,"io con me stessa: ti vedi brutta? ti vedi grassa?
non ti preoccupare ci vedi benissimo
io con tutte le altre: no amo sei una strafregna te ne devi fregare",chiaraquella
