datetime,text,username,target
2022-07-21 13:25:57+00:00,E ora senza Draghi è l'ora di sacrificare il vitello grasso per ingraziarci gli dei https://t.co/LGWOO9mYiE,billa_silvia2,0
2022-07-21 13:24:20+00:00,"@FedericaPito Ma che grassa, stai benissimo",massimiliacoach,1
2022-07-21 13:23:25+00:00,"Il solo fatto di non vedere più Speranza, Lamorgese e SOPRATTUTTO il nano malefico che si è autoeliminato mi riempiono di gioia.",GianfrancoRasc3,1
2022-07-21 13:22:38+00:00,Dovrebbe fare il nano da giardino https://t.co/LKfyi3JiMG,berttrauttman,1
2022-07-21 13:21:13+00:00,@meelza2 @jimimsoul è questione di grasso per te,mariegookie,0
2022-07-21 13:20:30+00:00,@jimimsoul @mariegookie Sei tu che mi citi e trai conclusioni a caso. Se tu dici che quella è l’unica cosa che può mettersi una persona grassa potrò dirti che per me non è cosi? Sopratutto perché è mezzora che cerco di spiegarvi che per me non è una questione di taglia?,meelza2,0
2022-07-21 13:20:16+00:00,"@Cartabellotta No Brunetta è un nano politico non dà l'addio, ma semplicemente dopo aver tentato di estendere la sua statura politica... Dopo aver tentato fortuna nel grande circo politico de destra... torna mesto nel giardino assieme ai suoi 7 fratellini ... 🤣",AleAle52359118,1
2022-07-21 13:20:12+00:00,@la_nana_bianca Il caldo scioglie....,LucaLc36,0
2022-07-21 13:19:59+00:00,@geppodanese Il nano ha la virtù meno apparente,_Basarab,1
2022-07-21 13:19:14+00:00,@VivianaP1511 @AlexBazzaro Farà il nano più alto del mondo,Silvio56633140,0
2022-07-21 13:18:40+00:00,@mariegookie @jimimsoul Cito voi eh perché son curiosa di vedere se avete da ridire anche sulle vostre di parole: “ poi gli chiedi come dovrebbe vestirsi allora una persona grassa secondo queste eccelse regole di buon gusto e ti mostrano” ho risposto giusto per dire che avete scritto na boiata.,meelza2,0
2022-07-21 13:17:03+00:00,nana mi rispecchia molto .. she deserved better https://t.co/1hnbkDRh55,wintaego,0
