datetime,text,username,target
2022-06-18 23:58:47+00:00, Scusa sono pure io tourettico ciccione,BrantCardinale,0
2022-06-18 23:44:30+00:00," Il nono nano... Povera Biancaneve, che si deve sopportare pure questo.",AlbertoSomma4,0
2022-06-18 23:33:05+00:00,"A 16 anni pesavo 108 kg, taglia 56, mangiavo in continuazione, probabilmente era bulimia, ero sicuramente obeso, c'era una che mi piaceva, mi rispose che i ciccioni non le piacevano, persi 35 kg solo per mandarla affanculo, m'avesse fatto un complimento sarei ancora obeso",Uther_Raffaele,0
2022-06-18 23:23:05+00:00," grasso non vuol dire obeso o malato, anoressico non vuol dire magro. comunque anche oggi vogliamo il senso dei tweet domani",protecamolo,0
2022-06-18 23:09:17+00:00,"Il dopato talmente tanto dopato che si presenta anche a wimbledon, se a sto ciccione regalano il grande slam così io smetto col tennis",pollogrini4,1
2022-06-18 22:23:23+00:00,lui e il suo culone maronn ,lindaromanoff,1
2022-06-18 21:27:13+00:00,non io che scoppio a piangere nel bel mezzo della festa di madre con due drink in corpo perché mi rendo conto che la nana è GRANDE ,fleurfusillee,0
2022-06-18 21:04:15+00:00,"#SoleArmy. Comunque sole 🌞 e Day vere sorelle amiche di sono divertite sul famoso lago di Como. I più benestanti si sono trovati in Grecia le 3 scimmiette, il ratto è il pelato Signorini. Ossia chi chi si sostiene, mentre i milionari a leccare 👅 Ad ognuno la somma.",Mario235805751,1
2022-06-18 20:24:04+00:00,che bellino il mio sticker di nana e hachi ,i96jihyo,0
2022-06-18 20:09:17+00:00," Più che altro parla della Lazio pe rompe er cazzo ai Laziali, sto coppanfacciato pelato",Paolo71eagle,1
2022-06-18 19:54:06+00:00,"Si sto praticamente dicendo che i complimenti ad uno un/a obeso/a o ad un/a anoressico/a lo accompagnano alla morte PS Sorella io parlo di malattia, di Donne e di Uomini perché tu parli solo al femminile? ",Uther_Raffaele,0
2022-06-18 19:40:22+00:00,chissà se i pelati passano il lucido sulla pelata,RobChippedEdge,0
2022-06-18 19:40:00+00:00," Forse non ci capiamo, a parte il fatto che tu parli solo da plus size e non di anoressici. Sono malattie, si muore, servono supporti clinici, dire sei bellissimo/a ad un obeso/anoressico e accompagnarlo alla morte",Uther_Raffaele,0
2022-06-18 19:25:00+00:00," Ha scritto non sai niente pelato di merda, magari legale è un po' tanto",shevaunavolta,1
2022-06-18 19:20:27+00:00," Non c""entra lo standard,chi è obeso lo sa di esserlo,ci possono essere milioni di motivi,che senso ha dire mangia. meno.? E poi scadendo nell ""ovvio anche fumare e bere ti uccide. Ma qua si ride ,sul fumo,e sugli ubriachi.",3_lorella,0
2022-06-18 19:18:19+00:00, Premesso che non mi interessa il peso della Incontrada tuttavia non la trovo bellissima o rotondetta....a me sembra proprio grassa e nemmeno bella. Non comprendo davvero tutti gli elogi che le tessono.... comunque sempre meglio lei che la Blasi o la Gregoraci.,pupidda39,1
2022-06-18 19:14:58+00:00, Primo: se la Incontrada è grassa... ESTICAZZI!? Secondo: ma saranno cazzi suoi?,Roberto41788248,0
2022-06-18 19:08:36+00:00,oggi così instabile mentalmente che ho iniziato un rewatch di nana e sono alla puntata 18 :))),carolhasegawa_,0
2022-06-18 19:03:33+00:00, Ma prca troia ammazzati nano malefico che sei tu un nostro dipendente,chri_colitto79,1
2022-06-18 18:50:40+00:00, Ma zampalo sotto i piedi a sto nano parassita,mirellaaaiello,1
2022-06-18 18:46:06+00:00," Sei un ciccione di merda chaxteer, sei più rotondo di ciaba madonna merda",FantasyRedaJr,1
2022-06-18 18:12:21+00:00,"Pur salvando la buona, ottima fede, penso che il punto non sia dire a #VanessaIncontrada ""sei bellissima"" (sottintendendo anche se grassa) ma semplicemente non giudicare i corpi altrui",MarcoMeo1,0
2022-06-18 18:05:53+00:00,Essere grassa d'estate è un girone dell'inferno,ichivris,0
2022-06-18 17:17:44+00:00,"Domani intinte piscina ,nana dai nonni e noi pranzo in montagna e poi cinemino con Tom Cruise 🥰🥰",LaPostinaCla,0
2022-06-18 16:24:37+00:00," Non serve un oculista, per vedere che ha problemi alimentari. Nel corso degli anni è diventata sempre più grassa. Quindi questo significa che più mangia/più passa il tempo e più ingrassa. E se la gente continua a lodarla, lei continuerà a mangiare rovinandosi fisico e carriera",elenoirebartoli,1
2022-06-18 16:09:16+00:00,Fa' schifo 😠 questo nano arrogante. ,Silvanella8,1
2022-06-18 16:06:51+00:00," Ma lo sai che sei proprio bello bello, con quel cravattino poi mi fai impazzire, per non parlare poi della tua pelata così sexi, sei proprio un diavolo tentatore!!!🥲🥲🥲",Alfred08231955,0
2022-06-18 15:48:25+00:00, per me puoi farti pure la pelata e saresti lo stesso bono quindiiii,pierlucadn,0
2022-06-18 15:44:17+00:00," #propagandalive non li guardo. Ma una parola su #Assange niente.. dopo le vergognose frasi del foglio ? zoro è grasso che sembra un porco la forza di commentare cazzate, gli è rimasta solo la palla destra perché di sinistra non ha più manco quella.",fabiopi1000,1
2022-06-18 15:06:04+00:00," Lei ha ragione, ma io non ho voluto offendere nessuno. Mi è dispiaciuto leggere la parola “per chi è obeso…”e per questo ho commentato al modo mio. Twitter è questo . Piace o no. Io non ho offeso nessuno. Obesità purtroppo non è una parola legata alla salute.",MsPetya,0
2022-06-18 15:00:11+00:00, 😂😂😂😂😂 Ma se non avete nemmeno 50 euro per riscattare quel nano de Florenzi,FDRmou,1
2022-06-18 15:00:00+00:00," ma ci mancherebbe, ha sempre parlato bene di noi, è un amico e poi io porto rancore solo ad Antonio Conte, x tutti gli altri non ho preclusioni ma prima di ammazzare il vitello grasso voglio che dimostri di essere il figliol prodigo",FuckTheMoviola,0
2022-06-18 14:48:18+00:00," Esistono anche questi: - #Lukaku ormai è finito, 68mil per un ciccione, ma l'avete visto allo United?.. chissà che cazzo c'è sotto, con la metà prendevi Dzeko ed invece ci schifa e rimane alla Roma.. - Darmian? Dopo che girano ovunque ci prendiamo gli scarti noi...",AlfonsoTax2,1
2022-06-18 14:46:15+00:00,Madonna quanto mi piacerebbe essere obeso in questo momento e usare la carta del body positivity per restare a dormire invece di lavorare,Guisaltato,0
